Code_id,Block,ascii_desc,ascii_short_desc,effective_from,inactive,sex,Stype,AgeL,AgeH,Atype
13882-01,569,"Management of continuous ventilatory support, more than 24 hours and less than 96 hours",Mgmt contin ventilatry sup > 24 < 96 hr,1/7/1998,,,,,,
13882-02,569,"Management of continuous ventilatory support, 96 hours or more",Mgmt contin ventilatory sup >= 96 hours,1/7/1998,,,,,,
13915-00,1780,"Chemotherapy, intravenous administration <= 1 hours duration","Chemotherapy, IV admin <=1 hour",1/7/1998,1/7/2004,,,,,
13918-00,1780,"Chemotherapy, intravenous administration > 1 hours duration and <= 6 hours duration","Chemotherapy, IV, >1 & <= 6 hr duration",1/7/1998,1/7/2004,,,,,
13921-00,1780,"Chemotherapy, intravenous administration > 6 hours duration","Chemotherapy, IV > 6 hours duration",1/7/1998,1/7/2004,,,,,
13927-00,1780,"Chemotherapy, intra-arterial administration","Chemotherapy, intra-arterial admin",1/7/1998,1/7/2004,,,,,
13939-00,1921,Loading of implantable infusion device or pump,"Loading implantable infusion dev / pump",1/7/1998,1/7/2006,,,,,
13939-01,766,Maintenance (alone) of implantable infusion device or pump,"Maintenance implantable infus dev/pump",1/7/2000,1/7/2008,,,,,
13939-02,1922,Maintenance (alone) of vascular access device,Maintenance alone vascular access device,1/7/2008,,,,,,
13942-00,1921,Loading of ambulatory drug delivery device,Loading ambulatory drug delivery device,1/7/1998,1/7/2006,,,,,
13942-01,766,Maintenance (alone) of ambulatory drug delivery device,Maintenance ambulatory drug delivery dev,1/7/2000,1/7/2008,,,,,
13942-02,1922,Maintenance (alone) of drug delivery device,Maintenance alone drug delivery device,1/7/2008,,,,,,
13948-00,1784,Instillation of cytotoxic agent into bladder,Instill of cytotoxic agent into bladder,1/7/1998,1/7/2004,,,,,
13948-01,1784,Instillation of cytotoxic agent into pleural cavity,Instill of cytotoxic into pleura cavity,1/7/1998,1/7/2004,,,,,
13948-02,1784,Instillation of cytotoxic agent into peritoneal cavity,Instill cytotoxic into peritoneal cavity,1/7/1998,1/7/2004,,,,,
13948-03,1784,Instillation of cytotoxic agent into subarachnoid space,"Instill cytotox agent, subarachnoid spc",1/7/1998,1/7/2004,,,,,
13948-04,1784,Instillation of cytotoxic agent into other body cavity,Instill cytotoxic into other body cavity,1/7/1998,1/7/2004,,,,,
14050-00,1609,Psoralens and ultraviolet A therapy of other site,Psoralens & UV A therapy of other site,1/7/1998,,,,,,
14050-01,1610,Ultraviolet B therapy of other site,Ultraviolet B therapy of other site,1/7/1998,,,,,,
14050-02,1610,Narrow band ultraviolet B therapy of other site,"Narrow band UV B therapy, other site",1/7/1998,,,,,,
14053-00,1609,Psoralens and ultraviolet A therapy of hand,"Psoralens & ultraviolet A therapy, hand",1/7/1998,,,,,,
14053-01,1609,Psoralens and ultraviolet A therapy of foot,"Psoralens & ultraviolet A therapy, foot",1/7/1998,,,,,,
14053-02,1609,Psoralens and ultraviolet A therapy of hand and foot,Psoralens & UV A therapy of hand & foot,1/7/1998,,,,,,
14053-03,1610,Ultraviolet B therapy of hand,Ultraviolet B therapy of hand,1/7/1998,,,,,,
14053-04,1610,Ultraviolet B therapy of foot,Ultraviolet B therapy of foot,1/7/1998,,,,,,
14053-05,1610,Ultraviolet B therapy of hand and foot,Ultraviolet B therapy of hand and foot,1/7/1998,,,,,,
14053-06,1610,Narrow band ultraviolet B of hand,Narrow band ultraviolet B of hand,1/7/1998,,,,,,
14053-07,1610,Narrow band ultraviolet B of foot,Narrow band ultraviolet B of foot,1/7/1998,,,,,,
14053-08,1610,Narrow band ultraviolet B of hand and foot,Narrow band ultraviolet B of hand & foot,1/7/1998,,,,,,
14100-00,744,"Laser photocoagulation of cutaneous vascular lesions, continuous laser, individual blood vessels","Laser photcoag continuous, blood vessels",1/7/1998,,,,,,
14106-00,744,"Laser photocoagulation of cutaneous vascular lesions, pulsed laser, extensive area",Laser photcoag pulsed vasc lesions,1/7/1998,,,,,,
14106-01,744,"Laser photocoagulation of cutaneous vascular lesions, pulsed laser, extensive area, under general anaesthesia",Laser photcoag pulsed vasc lesions w GA,1/7/1998,1/7/2002,,,,,
14200-00,1895,Gastric lavage,Gastric lavage,1/7/1998,,,,,,
14203-00,1906,Direct subdermal hormone implantation,Direct subdermal hormone implantation,1/7/1998,,,,,,
14203-01,1906,Direct living tissue implantation,Direct living tissue implantation,1/7/1998,,,,,,
14206-00,1906,Hormone implantation by cannula,Hormone implantation by cannula,1/7/1998,,,,,,
14206-01,1906,Living tissue implantation by cannula,Living tissue implantation by cannula,1/7/1998,,,,,,
14212-00,1898,Fluid reduction of intussusception,Fluid reduction of intussusception,1/7/1998,,,,,,
14212-01,1898,Gas reduction of intussusception,Gas reduction of intussusception,1/7/1998,,,,,,
14215-00,889,Revision of gastric band,Revision of gastric band,1/7/2000,1/7/2013,,,,,
14215-01,889,Adjustment of gastric band reservoir,Adjustment of gastric band reservoir,1/7/2013,1/7/2015,,,,,
14224-00,1907,"Electroconvulsive therapy [ECT], unspecified laterality, not specified as ultrabrief","Electroconvulsive Rx unsp lat unsp u/b",1/7/2017,,,,,,
14224-01,1907,"Electroconvulsive therapy [ECT], unspecified laterality, ultrabrief","Electroconvulsive therapy unsp lat u/b",1/7/2017,,,,,,
14224-02,1907,"Electroconvulsive therapy [ECT], unilateral, not specified as ultrabrief","Electroconvulsive therapy uni unsp u/b",1/7/2017,,,,,,
14224-03,1907,"Electroconvulsive therapy [ECT], unilateral, ultrabrief","Electroconvulsive therapy uni u/b",1/7/2017,,,,,,
14224-04,1907,"Electroconvulsive therapy [ECT], bilateral, not specified as ultrabrief","Electroconvulsive therapy bil unsp u/b",1/7/2017,,,,,,
14224-05,1907,"Electroconvulsive therapy [ECT], bilateral, ultrabrief","Electroconvulsive therapy bil u/b",1/7/2017,,,,,,
14224-06,1907,Electroconvulsive therapy [ECT] >= 21 treatments,Electroconvulsive therapy >= 21 Rx,1/7/2017,,,,,,
15000-00,1786,"Radiation treatment, superficial, 1 field","Radiation treatment superficial, 1 field",1/7/1998,,,,,,
15003-00,1786,"Radiation treatment, superficial, >= 2 fields",Radiation Rx superficial >= 2 fields,1/7/1998,,,,,,
15012-00,1794,"Brachytherapy, eye","Brachytherapy, eye",1/7/1998,,,,,,
15012-01,1794,"Brachytherapy, eye, using scleral plaque","Brachytherapy, eye, using scleral plaque",1/7/1998,1/7/2010,,,,,
15100-00,1787,"Radiation treatment, orthovoltage, 1 field","Radiation Rx, orthovoltage, 1 field",1/7/1998,,,,,,
15103-00,1787,"Radiation treatment, orthovoltage, >= 2 fields","Radiation Rx, orthovoltage, >= 2 fields",1/7/1998,,,,,,
15203-00,1788,"Radiation treatment, megavoltage, 1 field, single modality linear accelerator",Radiation Rx mgvlt 1fld sgl modlty linac,1/7/1998,1/7/2006,,,,,
15204-00,1788,"Radiation treatment, megavoltage, >= 2 fields, single modality linear accelerator",Radiat Rx mgvlt >=2 fld sgl modlty linac,1/7/1998,1/7/2006,,,,,
15207-00,1788,"Radiation treatment, megavoltage, 1 field, dual modality linear accelerator",Radiat Rx mgvlt 1field dual modlty linac,1/7/1998,1/7/2006,,,,,
15208-00,1788,"Radiation treatment, megavoltage, >= 2 fields, dual modality linear accelerator",Radiat Rx mgvlt >=2fld dual modlty linac,1/7/1998,1/7/2006,,,,,
15224-00,1788,"Radiation treatment, megavoltage, 1 field, single modality linear accelerator",Radiation Rx mgvlt 1fld sgl modlty linac,1/7/2006,,,,,,
15239-00,1788,"Radiation treatment, megavoltage, >= 2 fields, single modality linear accelerator",Radiat mgvlt >= 2 fld sgl modlty linac,1/7/2006,,,,,,
15254-00,1788,"Radiation treatment, megavoltage, 1 field, dual modality linear accelerator",Radiat Rx mgvlt 1field dual modlty linac,1/7/2006,,,,,,
15269-00,1788,"Radiation treatment, megavoltage, >= 2 fields, dual modality linear accelerator",Radiat mgvlt >= 2 fld dual modlty linac,1/7/2006,,,,,,
15303-00,1790,"Brachytherapy, intrauterine, low dose rate",Brachytherapy IU low dose rate,1/7/1998,,2,1,,,
15304-00,1790,"Brachytherapy, intrauterine, high dose rate",Brachythrpy intrauterine high dose rate,1/7/1998,,2,1,,,
15311-00,1790,"Brachytherapy, intravaginal, low dose rate",Brachytherapy intravaginal low dose rate,1/7/1998,,2,1,,,
15312-00,1790,"Brachytherapy, intravaginal, high dose rate",Brachythrpy intravaginal high dose rate,1/7/1998,,2,1,,,
15319-00,1790,"Brachytherapy, combined intrauterine and intravaginal, low dose rate",Brachytherapy IU & intravaginal low dose,1/7/1998,,2,1,,,
15320-00,1790,"Brachytherapy, combined intrauterine and intravaginal, high dose rate",Brachytherapy IU & intravaginal high ds,1/7/1998,,2,1,,,
15327-00,1792,"Brachytherapy with implantation of removable single plane, low dose rate",Brachythrpy impl remv sgl plane low dose,1/7/1998,,,,,,
15327-01,1792,"Brachytherapy with implantation of removable single plane, pulsed dose rate",Brachythrpy impl remv sgl plane pulsd ds,1/7/1998,,,,,,
15327-02,1792,"Brachytherapy with implantation of removable multiple planes or volume implant, low dose rate","Brachythrpy impl mult plane/vol low dose",1/7/1998,,,,,,
15327-03,1792,"Brachytherapy with implantation of removable multiple planes or volume implant, pulsed dose rate","Brachythrpy impl mult plane/vol pulsd ds",1/7/1998,,,,,,
15327-04,1792,"Brachytherapy with implantation of permanent implant, < 10 sources",Brachythrpy w impl perm impl <10 sources,1/7/1998,,,,,,
15327-05,1792,"Brachytherapy with implantation of permanent implant, >= 10 sources","Brachythrpy, impl perm impl >=10 sources",1/7/1998,,,,,,
15327-06,1792,"Brachytherapy with implantation of removable single plane, high dose rate",Brachythrpy impl remv sgl plane high ds,1/7/2006,,,,,,
15327-07,1792,"Brachytherapy with implantation of removable multiple planes or volume implant, high dose rate",Brachythrpy impl mult plane vol high ds,1/7/2006,,,,,,
15338-00,1792,"Brachytherapy, prostate","Brachythrpy, prostate",1/7/2004,,1,1,,,
15339-00,1793,Removal of sealed radioactive source,"R/O sealed radioactive source",1/7/1998,,,,,,
15342-00,1796,Construction and application of radioactive surface mould,Construct applicn radioactive surf mould,1/7/1998,,,,,,
15351-00,1796,Construction and application of eye applicator,Construction & applicn of eye applicator,1/7/1998,,,,,,
15360-00,1792,"Brachytherapy, intravascular","Brachytherapy, intravascular",1/7/2006,,,,,,
15500-00,1798,"Radiation field setting using simulator, simple",Radiation field setg usg simultr simple,1/7/1998,,,,,,
15503-00,1798,"Radiation field setting using simulator, intermediate",Radiation field setg usg simultr intrmed,1/7/1998,,,,,,
15506-00,1798,"Radiation field setting using simulator, complex",Radiat field setg using simulator complx,1/7/1998,,,,,,
15506-01,1798,Radiation field setting using dedicated CT scanner,Radiat fld setting usg dedicated CT scan,1/7/2004,,,,,,
15506-02,1798,Radiation field setting for intensity modulated radiation therapy [IMRT],Radiation field setting for IMRT,1/7/2004,,,,,,
15509-00,1798,Radiation field setting using diagnostic x-ray unit,"Radiat field setg, dx x-ray unit",1/7/1998,,,,,,
15512-00,1798,"Radiation field setting using diagnostic xray unit, intermediate","Radiat field setg, dx xray unit intrmed",1/7/1998,1/7/2004,,,,,
15515-00,1798,"Radiation field setting using diagnostic xray unit, complex","Radiat field setg, dx xray unit complex",1/7/1998,1/7/2004,,,,,
15518-00,1799,"Dosimetry by CT interfacing computer, simple",Dosimetry by CT interfac computer simple,1/7/1998,,,,,,
15521-00,1799,"Dosimetry by CT interfacing computer, intermediate","Dosimetry CT interfac computer, intrmed",1/7/1998,,,,,,
15524-00,1799,"Dosimetry by CT interfacing computer, complex","Dosimetry CT interfac computer, complex",1/7/1998,,,,,,
15524-01,1799,Dosimetry by CT interfacing computer for intensity modulated radiation therapy [IMRT],Dosimetry by CT interfac comput for IMRT,1/7/2004,,,,,,
15527-00,1799,"Dosimetry by non-CT interfacing computer, simple",Dosimetry non-CT interfac comput simple,1/7/1998,,,,,,
15530-00,1799,"Dosimetry by non-CT interfacing computer, intermediate",Dosimetry non-CT interfac comput intrmed,1/7/1998,,,,,,
15533-00,1799,"Dosimetry by non-CT interfacing computer, complex",Dosimetry non-CT interfac comput complx,1/7/1998,,,,,,
15536-00,1799,"Brachytherapy planning, simple","Brachytherapy planning, simple",1/7/1998,,,,,,
15536-01,1799,"Brachytherapy planning, intermediate","Brachytherapy planning, intermediate",1/7/1998,,,,,,
15536-02,1799,"Brachytherapy planning, complex","Brachytherapy planning, complex",1/7/1998,,,,,,
15539-00,1799,"Brachytherapy planning, prostate","Brachytherapy planning, prostate",1/7/2004,,1,1,,,
15541-00,1799,"Brachytherapy planning, intravascular","Brachytherapy planning, intravascular",1/7/2006,,,,,,
15550-00,1798,Radiation field setting for three dimensional conformal radiation therapy [3DCRT],Radiation field setting for 3DCRT,1/7/2008,,,,,,
15556-00,1799,Dosimetry by CT interfacing computer for three dimensional conformal radiation therapy [3DCRT],Dosimetry CT interfac comput for 3DCRT,1/7/2008,,,,,,
15556-01,1799,Dosimetry by non-CT interfacing computer for three dimensional conformal radiation therapy [3DCRT],Dosimetry non-CT interfac comput 3DCRT,1/7/2008,,,,,,
15600-00,1789,"Stereotactic radiation treatment, single dose","Stereotactic radiation Rx, single dose",1/7/1998,,,,,,
15600-01,1789,"Stereotactic radiation treatment, fractionated","Stereotactic radiation Rx, fractionated",1/7/1998,,,,,,
15600-02,1789,Hemi body irradiation,Hemi body irradiation,1/7/1998,,,,,,
15600-03,1789,Total body irradiation,Total body irradiation,1/7/1998,,,,,,
15600-04,1789,Total skin irradiation,Total skin irradiation,1/7/1998,,,,,,
16000-00,1795,Administration of a therapeutic dose of other unsealed radioisotope,Admin thrpc dose oth unseal radioisotop,1/7/1998,1/7/2004,,,,,
16003-00,1795,Administration of a therapeutic dose of Yttrium 90,Admin therapeutic dose of Yttrium 90,1/7/1998,,,,,,
16009-00,1795,Administration of a therapeutic dose of Iodine 131,Admin therapeutic dose of Iodine 131,1/7/1998,,,,,,
16012-00,1795,Administration of a therapeutic dose of Phosphorous 32,Admin therapeutic dose Phosphorous 32,1/7/1998,,,,,,
16015-00,1795,Administration of a therapeutic dose of Strontium 89,Admin therapeutic dose Strontium 89,1/7/1998,,,,,,
16018-00,1795,Administration of a therapeutic dose of 153 SM-Lexidronan,Admin therapeutic dose 153 SM-Lexidronan,1/7/2002,,,,,,
16501-00,1342,External version,External version,1/7/2002,,2,1,210,260,2
16501-01,1342,Failed external version,Failed external version,1/7/2002,,2,1,210,260,2
16511-00,1274,Insertion of cervical suture,Insertion of cervical suture,1/7/1998,,2,1,210,260,2
16512-00,1274,Removal of cervical suture,Removal of cervical suture,1/7/1998,,2,1,210,260,2
16514-00,1341,Internal fetal monitoring,Internal fetal monitoring,1/7/1998,,2,1,210,260,2
16514-01,1341,External fetal monitoring,External fetal monitoring,1/7/1998,,2,1,210,260,2
16520-00,1340,Elective classical caesarean section,Elective classical caesarean section,1/7/1998,,2,1,210,260,2
16520-01,1340,Emergency classical caesarean section,Emergency classical caesarean section,1/7/1998,,2,1,210,260,2
16520-02,1340,Elective lower segment caesarean section,Elective lower segment caesarean section,1/7/1998,,2,1,210,260,2
16520-03,1340,Emergency lower segment caesarean section,Emergency lower segment caesarean sect,1/7/1998,,2,1,210,260,2
16520-04,1340,"Elective caesarean section, not elsewhere classified",Elective caesarean section NEC,1/7/2017,,2,1,210,260,2
16520-05,1340,"Emergency caesarean section, not elsewhere classified",Emergency caesarean section NEC,1/7/2017,,2,1,210,260,2
16564-00,1345,Postpartum evacuation of uterus by dilation and curettage,Postpartum evacuation of uterus by D&C,1/7/1998,,2,1,210,260,2
16564-01,1345,Postpartum evacuation of uterus by suction curettage,Postpartum evac uterus suction curettage,1/7/1998,,2,1,210,260,2
16567-00,1347,Other management of postpartum haemorrhage,Other management postpartum haemorrhage,1/7/1998,,2,1,210,260,2
16570-00,1346,Manual correction of inverted uterus,Manual correction of inverted uterus,1/7/1998,,2,1,210,260,2
